Module,statements,missing,excluded,branches,partial,coverage
scipy/signal/_waveforms.py,118,55,0,48,8,55%
scipy/signal/_wavelets.py,141,8,0,52,8,91%
scipy/signal/bsplines.py,10,5,0,2,0,42%
scipy/signal/filter_design.py,10,5,0,2,0,42%
scipy/signal/fir_filter_design.py,10,5,0,2,0,42%
scipy/signal/lti_conversion.py,10,5,0,2,0,42%
scipy/signal/ltisys.py,10,5,0,2,0,42%
scipy/signal/signaltools.py,10,5,0,2,0,42%
scipy/signal/spectral.py,10,5,0,2,0,42%
scipy/signal/spline.py,10,5,0,2,0,42%
scipy/signal/tests/__init__.py,0,0,0,0,0,100%
scipy/signal/tests/mpsig.py,55,4,0,28,2,93%
scipy/signal/tests/test_array_tools.py,61,0,0,2,0,100%
scipy/signal/tests/test_bsplines.py,111,0,0,14,0,100%
scipy/signal/tests/test_cont2discrete.py,251,0,0,6,0,100%
scipy/signal/tests/test_czt.py,137,5,0,34,0,96%
scipy/signal/tests/test_dltisys.py,351,0,0,26,0,100%
scipy/signal/tests/test_filter_design.py,2092,2,0,473,0,99%
scipy/signal/tests/test_fir_filter_design.py,372,0,0,66,0,100%
scipy/signal/tests/test_ltisys.py,759,1,0,94,2,99%
scipy/signal/tests/test_max_len_seq.py,36,0,0,12,0,100%
scipy/signal/tests/test_peak_finding.py,509,1,0,126,1,99%
scipy/signal/tests/test_result_type.py,31,0,0,0,0,100%
scipy/signal/tests/test_savitzky_golay.py,179,0,0,20,0,100%
scipy/signal/tests/test_signaltools.py,2261,23,0,332,6,99%
scipy/signal/tests/test_spectral.py,1008,0,0,82,0,100%
scipy/signal/tests/test_upfirdn.py,161,0,0,44,0,100%
scipy/signal/tests/test_waveforms.py,268,1,0,12,1,99%
scipy/signal/tests/test_wavelets.py,107,0,0,18,0,100%
scipy/signal/tests/test_windows.py,294,1,0,84,2,99%
scipy/signal/waveforms.py,10,5,0,2,0,42%
scipy/signal/wavelets.py,10,5,0,2,0,42%
scipy/signal/windows/__init__.py,3,0,0,0,0,100%
scipy/signal/windows/_windows.py,299,2,0,110,2,99%
scipy/signal/windows/windows.py,10,5,0,2,0,42%
scipy/sparse/__init__.py,20,0,0,2,0,100%
scipy/sparse/_arrays.py,59,1,0,18,1,97%
scipy/sparse/_base.py,506,48,0,214,22,89%
scipy/sparse/_bsr.py,316,34,0,114,17,85%
scipy/sparse/_compressed.py,738,46,0,288,34,91%
scipy/sparse/_construct.py,282,16,0,132,10,94%
scipy/sparse/_coo.py,290,16,0,104,14,92%
scipy/sparse/_csc.py,84,2,0,18,2,96%
scipy/sparse/_csr.py,130,5,0,36,4,95%
scipy/sparse/_data.py,182,16,0,76,8,89%
scipy/sparse/_dia.py,241,12,0,78,7,93%
scipy/sparse/_dok.py,274,27,0,120,9,89%
scipy/sparse/_extract.py,21,0,0,0,0,100%
scipy/sparse/_generate_sparsetools.py,132,132,0,58,0,0%
scipy/sparse/_index.py,257,33,0,150,6,88%
scipy/sparse/_lil.py,290,21,0,114,10,92%
scipy/sparse/_matrix_io.py,37,5,0,18,2,87%
scipy/sparse/_spfuncs.py,45,4,0,28,4,89%
scipy/sparse/_sputils.py,173,15,0,93,9,89%
scipy/sparse/base.py,10,5,0,2,0,42%
scipy/sparse/bsr.py,10,5,0,2,0,42%
scipy/sparse/compressed.py,10,5,0,2,0,42%
scipy/sparse/construct.py,10,5,0,2,0,42%
scipy/sparse/coo.py,10,5,0,2,0,42%
scipy/sparse/csc.py,10,5,0,2,0,42%
scipy/sparse/csgraph/__init__.py,13,0,0,0,0,100%
scipy/sparse/csgraph/_laplacian.py,50,0,0,14,0,100%
scipy/sparse/csgraph/_validation.py,30,9,0,18,5,67%
scipy/sparse/csgraph/tests/__init__.py,0,0,0,0,0,100%
scipy/sparse/csgraph/tests/test_connected_components.py,47,0,0,6,0,100%
scipy/sparse/csgraph/tests/test_conversions.py,40,0,0,10,0,100%
scipy/sparse/csgraph/tests/test_flow.py,106,4,0,14,0,97%
scipy/sparse/csgraph/tests/test_graph_laplacian.py,76,2,0,32,2,96%
scipy/sparse/csgraph/tests/test_matching.py,137,1,0,14,0,99%
scipy/sparse/csgraph/tests/test_reordering.py,33,0,0,0,0,100%
scipy/sparse/csgraph/tests/test_shortest_path.py,168,1,0,50,1,99%
scipy/sparse/csgraph/tests/test_spanning_tree.py,29,0,0,2,0,100%
scipy/sparse/csgraph/tests/test_traversal.py,31,0,0,8,0,100%
scipy/sparse/csr.py,10,5,0,2,0,42%
scipy/sparse/data.py,10,5,0,2,0,42%
scipy/sparse/dia.py,10,5,0,2,0,42%
scipy/sparse/dok.py,10,5,0,2,0,42%
scipy/sparse/extract.py,10,5,0,2,0,42%
scipy/sparse/lil.py,10,5,0,2,0,42%
scipy/sparse/linalg/__init__.py,13,0,0,2,0,100%
scipy/sparse/linalg/_dsolve/__init__.py,8,0,0,0,0,100%
scipy/sparse/linalg/_dsolve/_add_newdocs.py,9,0,0,0,0,100%
scipy/sparse/linalg/_dsolve/linsolve.py,207,55,0,106,18,71%
scipy/sparse/linalg/_dsolve/tests/__init__.py,0,0,0,0,0,100%
scipy/sparse/linalg/_dsolve/tests/test_linsolve.py,536,120,0,98,1,75%
scipy/sparse/linalg/_eigen/__init__.py,8,0,0,0,0,100%
scipy/sparse/linalg/_eigen/_svds.py,157,18,0,62,4,88%
scipy/sparse/linalg/_eigen/_svds_doc.py,6,6,0,0,0,0%
scipy/sparse/linalg/_eigen/arpack/__init__.py,1,0,0,0,0,100%
scipy/sparse/linalg/_eigen/arpack/arpack.py,637,89,0,370,85,83%
scipy/sparse/linalg/_eigen/arpack/tests/__init__.py,0,0,0,0,0,100%
scipy/sparse/linalg/_eigen/arpack/tests/test_arpack.py,452,36,0,189,11,92%
scipy/sparse/linalg/_eigen/lobpcg/__init__.py,5,0,0,2,0,100%
scipy/sparse/linalg/_eigen/lobpcg/lobpcg.py,331,34,0,136,20,88%
scipy/sparse/linalg/_eigen/lobpcg/tests/__init__.py,0,0,0,0,0,100%
scipy/sparse/linalg/_eigen/lobpcg/tests/test_lobpcg.py,266,45,0,32,0,83%
scipy/sparse/linalg/_eigen/tests/__init__.py,0,0,0,0,0,100%
scipy/sparse/linalg/_eigen/tests/test_svds.py,478,15,0,200,18,95%
scipy/sparse/linalg/_expm_multiply.py,254,20,0,121,21,89%
scipy/sparse/linalg/_interface.py,346,28,0,138,28,88%
scipy/sparse/linalg/_isolve/__init__.py,11,0,0,0,0,100%
scipy/sparse/linalg/_isolve/_gcrotmk.py,193,2,0,102,4,98%
scipy/sparse/linalg/_isolve/iterative.py,426,10,0,212,16,96%
scipy/sparse/linalg/_isolve/lgmres.py,70,4,0,34,3,93%
scipy/sparse/linalg/_isolve/lsmr.py,187,39,0,58,10,78%
scipy/sparse/linalg/_isolve/lsqr.py,205,60,0,76,15,67%
scipy/sparse/linalg/_isolve/minres.py,206,44,0,80,16,78%
scipy/sparse/linalg/_isolve/tests/__init__.py,0,0,0,0,0,100%
scipy/sparse/linalg/_isolve/tests/demo_lgmres.py,42,42,0,6,0,0%
scipy/sparse/linalg/_isolve/tests/test_gcrotmk.py,107,2,0,32,2,97%
scipy/sparse/linalg/_isolve/tests/test_iterative.py,477,7,0,108,8,97%
scipy/sparse/linalg/_isolve/tests/test_lgmres.py,125,1,0,28,3,97%
scipy/sparse/linalg/_isolve/tests/test_lsmr.py,139,33,0,12,2,74%
scipy/sparse/linalg/_isolve/tests/test_lsqr.py,102,24,0,10,1,76%
scipy/sparse/linalg/_isolve/tests/test_minres.py,75,0,0,2,0,100%
scipy/sparse/linalg/_isolve/tests/test_utils.py,5,0,0,0,0,100%
scipy/sparse/linalg/_isolve/tfqmr.py,69,3,0,30,3,94%
scipy/sparse/linalg/_isolve/utils.py,59,7,0,32,7,85%
scipy/sparse/linalg/_matfuncs.py,355,26,0,156,24,89%
scipy/sparse/linalg/_norm.py,69,2,0,46,2,97%
scipy/sparse/linalg/_onenormest.py,200,20,0,95,12,87%
scipy/sparse/linalg/_svdp.py,109,89,0,46,0,14%
scipy/sparse/linalg/dsolve.py,14,8,0,4,0,33%
scipy/sparse/linalg/eigen.py,14,8,0,4,0,33%
scipy/sparse/linalg/interface.py,10,5,0,2,0,42%
scipy/sparse/linalg/isolve.py,10,5,0,2,0,42%
scipy/sparse/linalg/matfuncs.py,10,5,0,2,0,42%
scipy/sparse/linalg/tests/__init__.py,0,0,0,0,0,100%
scipy/sparse/linalg/tests/test_expm_multiply.py,191,2,0,58,1,99%
scipy/sparse/linalg/tests/test_interface.py,294,1,0,72,1,99%
scipy/sparse/linalg/tests/test_matfuncs.py,276,2,0,56,2,99%
scipy/sparse/linalg/tests/test_norm.py,83,0,0,32,0,100%
scipy/sparse/linalg/tests/test_onenormest.py,172,110,0,20,0,38%
scipy/sparse/linalg/tests/test_propack.py,112,72,0,28,2,33%
scipy/sparse/linalg/tests/test_pydata_sparse.py,150,113,0,2,0,24%
scipy/sparse/sparsetools.py,10,5,0,2,0,42%
scipy/sparse/spfuncs.py,10,5,0,2,0,42%
scipy/sparse/sputils.py,10,5,0,2,0,42%
scipy/sparse/tests/__init__.py,0,0,0,0,0,100%
scipy/sparse/tests/test_array_api.py,177,1,0,42,1,99%
scipy/sparse/tests/test_base.py,3327,35,0,666,20,99%
scipy/sparse/tests/test_construct.py,351,12,0,70,0,97%
scipy/sparse/tests/test_csc.py,56,0,0,12,1,99%
scipy/sparse/tests/test_csr.py,74,0,0,14,1,99%
scipy/sparse/tests/test_extract.py,21,3,0,12,0,85%
scipy/sparse/tests/test_matrix_io.py,56,0,0,4,0,100%
scipy/sparse/tests/test_sparsetools.py,200,106,0,30,0,53%
scipy/sparse/tests/test_spfuncs.py,77,0,0,18,0,100%
scipy/sparse/tests/test_sputils.py,112,0,0,6,0,100%
scipy/spatial/__init__.py,14,0,0,2,0,100%
scipy/spatial/_geometric_slerp.py,52,1,0,26,1,97%
scipy/spatial/_kdtree.py,152,11,0,52,4,92%
scipy/spatial/_plotutils.py,77,9,0,24,7,84%
scipy/spatial/_procrustes.py,24,0,0,8,0,100%
scipy/spatial/_spherical_voronoi.py,81,0,0,26,0,100%
scipy/spatial/ckdtree.py,10,5,0,2,0,42%
scipy/spatial/distance.py,654,43,0,256,34,90%
scipy/spatial/kdtree.py,10,5,0,2,0,42%
scipy/spatial/qhull.py,10,5,0,2,0,42%
scipy/spatial/tests/__init__.py,0,0,0,0,0,100%
scipy/spatial/tests/test__plotutils.py,40,2,0,8,0,96%
scipy/spatial/tests/test__procrustes.py,40,0,0,2,0,100%
scipy/spatial/tests/test_distance.py,1493,196,0,334,38,85%
scipy/spatial/tests/test_hausdorff.py,86,7,0,6,0,92%
scipy/spatial/tests/test_kdtree.py,1061,14,0,224,8,98%
scipy/spatial/tests/test_qhull.py,543,25,0,132,5,95%
scipy/spatial/tests/test_slerp.py,127,0,0,32,0,100%
scipy/spatial/tests/test_spherical_voronoi.py,234,1,0,48,2,99%
scipy/spatial/transform/__init__.py,7,0,0,0,0,100%
scipy/spatial/transform/_rotation_groups.py,56,1,0,20,1,97%
scipy/spatial/transform/_rotation_spline.py,178,2,0,30,2,98%
scipy/spatial/transform/rotation.py,10,5,0,2,0,42%
scipy/spatial/transform/tests/__init__.py,0,0,0,0,0,100%
scipy/spatial/transform/tests/test_rotation.py,720,0,0,92,0,100%
scipy/spatial/transform/tests/test_rotation_groups.py,101,0,0,24,0,100%
scipy/spatial/transform/tests/test_rotation_spline.py,102,0,0,0,0,100%
scipy/special/__init__.py,17,0,0,0,0,100%
scipy/special/_add_newdocs.py,269,1,0,0,0,99%
scipy/special/_basic.py,523,129,0,256,86,69%
scipy/special/_ellip_harm.py,15,0,0,4,0,100%
scipy/special/_generate_pyx.py,750,750,0,334,0,0%
scipy/special/_lambertw.py,3,0,0,0,0,100%
scipy/special/_logsumexp.py,47,1,0,24,2,96%
scipy/special/_mptestutils.py,287,133,0,104,27,54%
scipy/special/_orthogonal.py,520,23,0,262,22,94%
scipy/special/_precompute/__init__.py,0,0,0,0,0,100%
scipy/special/_precompute/cosine_cdf.py,10,10,0,4,0,0%
scipy/special/_precompute/expn_asy.py,31,22,0,14,1,22%
scipy/special/_precompute/gammainc_asy.py,66,42,0,30,1,32%
scipy/special/_precompute/gammainc_data.py,63,43,0,14,1,30%
scipy/special/_precompute/hyp2f1_data.py,104,104,0,46,0,0%
scipy/special/_precompute/lambertw.py,48,48,0,12,0,0%
scipy/special/_precompute/loggamma.py,30,30,0,14,0,0%
scipy/special/_precompute/struve_convergence.py,58,58,0,8,0,0%
scipy/special/_precompute/utils.py,20,13,0,8,0,25%
scipy/special/_precompute/wright_bessel.py,178,178,0,56,0,0%
scipy/special/_precompute/wright_bessel_data.py,82,82,0,18,0,0%
scipy/special/_precompute/wrightomega.py,29,29,0,10,0,0%
scipy/special/_precompute/zetac.py,19,19,0,8,0,0%
scipy/special/_sf_error.py,6,0,0,4,0,100%
scipy/special/_spfun_stats.py,13,1,0,6,1,89%
scipy/special/_spherical_bessel.py,17,0,0,8,0,100%
scipy/special/_testutils.py,180,25,0,88,10,85%
scipy/special/add_newdocs.py,10,5,0,2,0,42%
scipy/special/basic.py,10,5,0,2,0,42%
scipy/special/orthogonal.py,13,5,0,2,0,53%
scipy/special/sf_error.py,10,5,0,2,0,42%
scipy/special/specfun.py,10,5,0,2,0,42%
scipy/special/spfun_stats.py,10,5,0,2,0,42%
scipy/special/tests/__init__.py,0,0,0,0,0,100%
scipy/special/tests/test_basic.py,2164,37,0,244,3,98%
scipy/special/tests/test_bdtr.py,77,0,0,12,0,100%
scipy/special/tests/test_boxcox.py,65,0,0,0,0,100%
scipy/special/tests/test_cdflib.py,194,125,0,73,0,32%
scipy/special/tests/test_cdft_asymptotic.py,25,0,0,0,0,100%
scipy/special/tests/test_cosine_distr.py,22,0,0,0,0,100%
scipy/special/tests/test_cython_special.py,58,1,0,38,1,98%
scipy/special/tests/test_data.py,128,3,0,6,0,98%
scipy/special/tests/test_digamma.py,19,0,0,0,0,100%
scipy/special/tests/test_ellip_harm.py,170,0,0,26,1,99%
scipy/special/tests/test_erfinv.py,20,0,0,2,0,100%
scipy/special/tests/test_exponential_integrals.py,29,0,0,6,0,100%
scipy/special/tests/test_faddeeva.py,25,0,0,2,0,100%
scipy/special/tests/test_gamma.py,8,0,0,2,0,100%
scipy/special/tests/test_gammainc.py,75,0,0,10,0,100%
scipy/special/tests/test_hyp2f1.py,83,17,0,16,0,71%
scipy/special/tests/test_hypergeometric.py,40,0,0,4,0,100%
scipy/special/tests/test_kolmogorov.py,235,0,0,22,0,100%
scipy/special/tests/test_lambertw.py,27,0,0,2,0,100%
scipy/special/tests/test_log_softmax.py,48,0,0,0,0,100%
scipy/special/tests/test_loggamma.py,44,0,0,4,0,100%
scipy/special/tests/test_logit.py,62,0,0,14,0,100%
scipy/special/tests/test_logsumexp.py,102,0,0,0,0,100%
scipy/special/tests/test_mpmath.py,960,544,0,380,1,38%
scipy/special/tests/test_nan_inputs.py,43,4,0,15,2,90%
scipy/special/tests/test_ndtr.py,13,0,0,2,0,100%
scipy/special/tests/test_ndtri_exp.py,29,0,0,8,0,100%
scipy/special/tests/test_orthogonal.py,555,80,0,64,2,86%
scipy/special/tests/test_orthogonal_eval.py,156,0,0,34,0,100%
scipy/special/tests/test_owens_t.py,27,0,0,0,0,100%
scipy/special/tests/test_pcf.py,11,0,0,2,0,100%
scipy/special/tests/test_pdtr.py,37,0,0,4,0,100%
scipy/special/tests/test_precompute_expn_asy.py,15,6,0,2,0,53%
scipy/special/tests/test_precompute_gammainc.py,45,13,0,16,0,59%
scipy/special/tests/test_precompute_utils.py,30,12,0,10,0,50%
scipy/special/tests/test_round.py,11,0,0,0,0,100%
scipy/special/tests/test_sf_error.py,70,0,0,38,0,100%
scipy/special/tests/test_sici.py,19,0,0,0,0,100%
scipy/special/tests/test_spence.py,13,0,0,0,0,100%
scipy/special/tests/test_spfun_stats.py,28,0,0,6,0,100%
scipy/special/tests/test_sph_harm.py,20,0,0,2,0,100%
scipy/special/tests/test_spherical_bessel.py,227,12,0,28,0,95%
scipy/special/tests/test_trig.py,44,0,0,6,0,100%
scipy/special/tests/test_wright_bessel.py,31,0,0,4,0,100%
scipy/special/tests/test_wrightomega.py,55,0,0,8,0,100%
scipy/special/tests/test_zeta.py,26,0,0,0,0,100%
scipy/stats/__init__.py,23,0,0,2,0,100%
scipy/stats/_axis_nan_policy.py,153,4,0,87,4,97%
scipy/stats/_binned_statistic.py,186,9,0,86,8,94%
scipy/stats/_binomtest.py,120,8,0,70,3,93%
scipy/stats/_boost/__init__.py,4,0,0,0,0,100%
scipy/stats/_bootstrap.py,155,1,0,54,2,99%
scipy/stats/_common.py,3,0,0,0,0,100%
scipy/stats/_constants.py,9,0,0,0,0,100%
scipy/stats/_continuous_distns.py,3556,279,0,942,91,90%
scipy/stats/_crosstab.py,37,0,0,23,0,100%
scipy/stats/_discrete_distns.py,595,1,0,90,2,99%
scipy/stats/_distn_infrastructure.py,1494,78,0,537,42,94%
scipy/stats/_distr_params.py,5,0,0,0,0,100%
scipy/stats/_entropy.py,88,1,0,22,1,98%
scipy/stats/_generate_pyx.py,27,27,0,12,0,0%
scipy/stats/_hypotests.py,575,36,0,226,11,93%
scipy/stats/_hypotests_pythran.py,53,53,0,22,0,0%
scipy/stats/_kde.py,180,25,0,64,15,82%
scipy/stats/_ksstats.py,308,33,0,134,22,87%
scipy/stats/_mannwhitneyu.py,117,2,0,42,3,97%
scipy/stats/_morestats.py,873,50,0,397,25,94%
scipy/stats/_mstats_basic.py,971,98,0,396,60,86%
scipy/stats/_mstats_extras.py,157,33,0,42,7,75%
scipy/stats/_multivariate.py,1254,66,0,422,54,92%
scipy/stats/_page_trend_test.py,96,1,0,38,1,99%
scipy/stats/_qmc.py,390,11,0,144,5,97%
scipy/stats/_relative_risk.py,57,3,0,22,3,92%
scipy/stats/_result_classes.py,5,5,0,0,0,0%
scipy/stats/_rvs_sampling.py,41,9,0,12,2,79%
scipy/stats/_stats_mstats_common.py,113,9,0,46,7,90%
scipy/stats/_stats_py.py,1887,96,0,859,76,94%
scipy/stats/_tukeylambda_stats.py,53,0,0,8,0,100%
scipy/stats/_unuran/__init__.py,0,0,0,0,0,100%
scipy/stats/_variation.py,65,1,0,24,2,97%
scipy/stats/_wilcoxon_data.py,29,24,0,12,0,12%
scipy/stats/biasedurn.py,10,5,0,2,0,42%
scipy/stats/contingency.py,58,0,0,24,0,100%
scipy/stats/distributions.py,9,0,0,0,0,100%
scipy/stats/kde.py,10,5,0,2,0,42%
scipy/stats/morestats.py,10,5,0,2,0,42%
scipy/stats/mstats.py,3,0,0,0,0,100%
scipy/stats/mstats_basic.py,10,5,0,2,0,42%
scipy/stats/mstats_extras.py,10,5,0,2,0,42%
scipy/stats/mvn.py,10,5,0,2,0,42%
scipy/stats/qmc.py,2,0,0,0,0,100%
scipy/stats/sampling.py,1,0,0,0,0,100%
scipy/stats/statlib.py,10,5,0,2,0,42%
scipy/stats/stats.py,10,5,0,2,0,42%
scipy/stats/tests/__init__.py,0,0,0,0,0,100%
scipy/stats/tests/common_tests.py,198,6,0,74,8,94%
scipy/stats/tests/studentized_range_mpmath_ref.py,111,111,0,18,0,0%
scipy/stats/tests/test_axis_nan_policy.py,284,70,0,170,15,71%
scipy/stats/tests/test_binned_statistic.py,375,0,0,24,0,100%
scipy/stats/tests/test_bootstrap.py,276,4,0,52,1,98%
scipy/stats/tests/test_contingency.py,96,0,0,0,0,100%
scipy/stats/tests/test_continuous_basic.py,442,30,0,102,4,92%
scipy/stats/tests/test_crosstab.py,77,0,0,14,0,100%
scipy/stats/tests/test_discrete_basic.py,192,0,0,42,2,99%
scipy/stats/tests/test_discrete_distns.py,309,0,0,14,0,100%
scipy/stats/tests/test_distributions.py,3409,117,0,484,5,96%
scipy/stats/tests/test_entropy.py,157,0,0,16,0,100%
scipy/stats/tests/test_fit.py,61,27,0,16,0,49%
scipy/stats/tests/test_hypotests.py,1073,74,0,137,0,94%
scipy/stats/tests/test_kdeoth.py,304,51,0,19,1,83%
scipy/stats/tests/test_morestats.py,1414,2,0,180,0,99%
scipy/stats/tests/test_mstats_basic.py,1239,18,0,196,0,98%
scipy/stats/tests/test_mstats_extras.py,67,0,0,2,0,100%
scipy/stats/tests/test_multivariate.py,1237,13,0,146,0,99%
scipy/stats/tests/test_qmc.py,693,0,0,134,0,100%
scipy/stats/tests/test_rank.py,149,0,0,20,0,100%
scipy/stats/tests/test_relative_risk.py,46,0,0,4,0,100%
scipy/stats/tests/test_sampling.py,746,45,0,242,9,93%
scipy/stats/tests/test_stats.py,4322,180,0,518,4,96%
scipy/stats/tests/test_tukeylambda_stats.py,42,0,0,2,0,100%
scipy/stats/tests/test_variation.py,94,0,0,8,0,100%
scipy/version.py,8,1,0,2,1,80%
Total,151458,12567,0,42121,3569,90%
